ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,984.2,...,985.9,2008/6/12 00:00,982.1,2008/6/11 16:06,28,32.1,2008/6/11 13:23,23.2,2008/6/11 03:09,...,62,43,2008/6/11 10:51,3.1,237,32.6,101,2008/6/11 09:07,0,...,...,...,...,...,/,...,...,...,...,...,...,...
12,984.9,...,986.8,2008/6/12 11:32,983.1,2008/6/12 04:41,24.5,29.3,2008/6/12 08:36,21.6,2008/6/12 17:48,...,76,55,2008/6/12 08:36,2.4,206,13,235,2008/6/12 03:57,18.5,...,...,...,...,...,/,...,...,...,...,...,...,...
13,985.2,...,986.8,2008/6/13 09:57,983.8,2008/6/13 14:53,24.5,29.5,2008/6/13 12:45,21.2,2008/6/13 04:47,...,82,58,2008/6/13 09:09,1.2,1,38.5,195,2008/6/13 08:25,15,...,...,...,...,...,/,...,...,...,...,...,...,...
14,984.1,...,987.5,2008/6/14 10:25,982.6,2008/6/14 16:32,23.7,27,2008/6/14 14:18,22,2008/6/14 10:33,...,87,72,2008/6/14 13:52,0.8,211,13.7,241,2008/6/14 10:27,14,...,...,...,...,...,/,...,...,...,...,...,...,...
15,982.8,...,984.4,2008/6/15 22:34,981.5,2008/6/15 16:03,25.7,30.7,2008/6/15 15:50,21.9,2008/6/15 04:37,...,76,51,2008/6/15 13:31,1.2,208,15.2,176,2008/6/15 09:10,3,...,...,...,...,...,/,...,...,...,...,...,...,...
16,983.7,...,985.7,2008/6/16 22:35,982.7,2008/6/16 03:47,24.8,30.3,2008/6/16 10:57,23,2008/6/16 17:33,...,83,60,2008/6/16 09:51,1,22,33.3,72,2008/6/16 09:11,33,...,...,...,...,...,/,...,...,...,...,...,...,...
17,985.7,...,987.8,2008/6/17 21:53,984.1,2008/6/17 03:34,25.5,31,2008/6/17 11:22,22.9,2008/6/17 04:36,...,82,50,2008/6/17 12:15,1,89,12.1,32,2008/6/17 12:02,4.5,...,...,...,...,...,/,...,...,...,...,...,...,...
18,987.6,...,990.4,2008/6/18 22:14,985.7,2008/6/18 03:41,25.7,31,2008/6/18 12:28,22.2,2008/6/18 19:42,...,81,51,2008/6/18 11:17,1.2,213,36.6,143,2008/6/18 08:39,36.5,...,...,...,...,...,/,...,...,...,...,...,...,...
19,988.2,...,989.6,2008/6/19 09:39,986.8,2008/6/19 16:30,26.4,30.8,2008/6/19 10:28,22.6,2008/6/19 04:48,...,79,53,2008/6/19 10:56,1.1,211,63.3,242,2008/6/19 10:09,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
20,986.2,...,988.2,2008/6/20 06:52,984,2008/6/20 16:34,27.9,32.1,2008/6/20 14:26,24.4,2008/6/20 05:40,...,72,50,2008/6/20 12:41,1.6,230,44.9,268,2008/6/20 14:30,0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,982.6,...,985.2,2008/6/22 00:00,980.8,2008/6/21 18:52,27,30.2,2008/6/21 12:43,24.1,2008/6/21 05:14,...,76,63,2008/6/21 14:30,1.9,222,36.6,235,2008/6/21 12:42,0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,980.3,...,982,2008/6/22 08:59,978.7,2008/6/22 16:55,27.7,33,2008/6/22 12:47,22.6,2008/6/22 05:11,...,68,39,2008/6/22 11:50,1.6,214,16.8,151,2008/6/22 14:18,0,...,...,...,...,...,/,...,...,...,...,...,...,...
23,979,...,980.1,2008/6/23 23:01,977.4,2008/6/23 14:13,28.4,33.5,2008/6/23 15:37,24.7,2008/6/23 05:58,...,65,25,2008/6/23 12:42,1.2,211,46.8,221,2008/6/23 09:56,0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,981.3,...,983.6,2008/6/24 22:09,979,2008/6/24 02:58,27.5,31.2,2008/6/24 13:24,22.9,2008/6/24 05:13,...,74,60,2008/6/24 17:41,1.4,217,11.7,24,2008/6/24 13:08,0,...,...,...,...,...,/,...,...,...,...,...,...,...
25,983,...,984.6,2008/6/25 21:54,981.4,2008/6/25 16:08,28.6,34,2008/6/25 12:58,24.7,2008/6/25 05:17,...,70,41,2008/6/25 12:42,1.4,191,52.1,186,2008/6/25 14:16,0,...,...,...,...,...,/,...,...,...,...,...,...,...
26,983.5,...,984.7,2008/6/26 22:52,982,2008/6/26 15:29,27.3,33.2,2008/6/26 12:39,23.7,2008/6/26 17:29,...,77,45,2008/6/26 12:32,1.2,3,57.6,139,2008/6/26 12:13,33.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,982.7,...,984.1,2008/6/28 00:00,981.2,2008/6/27 14:33,27.2,31.6,2008/6/27 11:17,24.7,2008/6/27 04:54,...,76,54,2008/6/27 11:09,1.4,233,24.3,184,2008/6/27 10:09,0,...,...,...,...,...,/,...,...,...,...,...,...,...
28,983.1,...,985.7,2008/6/28 21:24,981.4,2008/6/28 03:08,28.3,33.4,2008/6/28 13:15,24.7,2008/6/28 06:02,...,66,44,2008/6/28 12:36,2.2,236,36.5,86,2008/6/28 15:12,0,...,...,...,...,...,/,...,...,...,...,...,...,...
29,985.9,...,987.7,2008/6/29 21:30,984,2008/6/29 03:01,26.5,32.3,2008/6/29 10:45,23.8,2008/6/29 05:03,...,78,50,2008/6/29 10:21,1,103,56.8,137,2008/6/29 10:10,16.5,...,...,...,...,...,/,...,...,...,...,...,...,...
30,988,...,990,2008/6/30 21:56,986.5,2008/6/30 02:27,25.3,31.2,2008/6/30 11:25,23.4,2008/6/30 23:05,...,83,57,2008/6/30 11:21,1,207,6.7,71,2008/6/30 07:33,31.5,...,...,...,...,...,/,...,...,...,...,...,...,...
